text,toxic,source
the state is a boatload of fools for letting her go .,1,paradetox
"dont play dumb , jay edward !",1,paradetox
"spoken like a true hatemongering , hypocrital trump supporter with zero insight into his own behavior .",1,paradetox
"you need to stop putting your sucking thumb in light sockets , your brain is getting fried .",1,paradetox
the whole antivaxxer thing is beyond idiotic .,1,paradetox
wow that really was kind of dickish and definitely pointless .,1,paradetox
"great i am a double trash , since i am catholic beside !",1,paradetox
you find nothing on this guy online you are a bloody lying bastard .,1,paradetox
useless politicians give no tools or authority to hpd .,1,paradetox
your abuse of admin tools is pathetic and cowardly .,1,paradetox
"chinese and italians and brazilians and eskimos do it and , they all say fk in english .",1,paradetox
you voters that put this fool in office are now getting your reward .,1,paradetox
"im one of the fools who took a first glance and said , orangeman .",1,paradetox
i have never known a girl to be as sensitive as this clown .,1,paradetox
they should all be whipped and quartered !,1,paradetox
the state of alaska has been merely sucking tapsteet ever since .,1,paradetox
only the freedom caucus is stupid enought to want to do down that route .,1,paradetox
our police departments and the cops who work in them all of them are rotten to the core !,1,paradetox
"you really believe obama lied more than habitual liar , and national embarrassment trump ?",1,paradetox
so why would anyone believe this moron ?,1,paradetox
then people will know how truly dumb you really are .,1,paradetox
"its an affront to civilization itself , and this clownbeast claims to represent the right side of history ?",1,paradetox
dont be sending that trash to hell with the rest of us cool people .,1,paradetox
"you are making yourself look a fool , denigrating my service in the us army .",1,paradetox
"if you cant , you all have to admit what yuge hypocrites you are .",1,paradetox
"skin colour sic , etc are superficial differences lol tell that to the angry white supremacists ! .",1,paradetox
trump is a cancer to humanity and the planet .,1,paradetox
"so you have no morals congrats on that , loser .",1,paradetox
"also bull crap on the sexism , rasism , xenophobia etc .",1,paradetox
i bet youre ok with natives being treated like dogs .,1,paradetox
american english isnt the fuckedup version .,1,paradetox
like personally because you enable such nonsense .,1,paradetox
it makes you look foolish .,1,paradetox
you exemplify the stupidity and ignorance of the western left .,1,paradetox
they are shameless staggering hypocrites .,1,paradetox
the kk threatens to and does murder blacks that dont comply .,1,paradetox
and trump never said that all mexicans are rapists and drug dealers .,1,paradetox
you cant vote for and support this moron and still be a good christian .,1,paradetox
look over here at this while we implement acents a gallon gas tax on all you silly little people .,1,paradetox
"krugman would shout that the president is a liar , cheat , , you fill in the blank .",1,paradetox
this is how an imbecile crafts a sweeping tax reform bill .,1,paradetox
"make yourself sane for the first time , get some help for your hate and stupidity",1,paradetox
"if thats freedom of the press , they deserve to be drawn and quartered .",1,paradetox
"please , please somebody take that nuclear football away from the idiot .",1,paradetox
go get your head checked !,1,paradetox
"wikipedia should just give up , everyone knows people can just type whatever the fuck they want here .",1,paradetox
they end up looking ridiculous .,1,paradetox
max gets knocked on his fat ass like hespounds .,1,paradetox
they are in love and admiration of each others wealth and to hell with the petty people .,1,paradetox
shaking my head youre pathetic .,1,paradetox
youre a troll trying to mimic someone elses account .,1,paradetox
"do something of your useless life , talk page stalker !",1,paradetox
"if theyre normal kids and teenagers , they probably just think adults are foolish .",1,paradetox
max gets knocked on his fat ass like hespounds .,1,paradetox
and preston manning wants this garbage to migrate to canada .,1,paradetox
she did not rob a bank stupid,1,paradetox
why wont the lying media slimebags learn ?,1,paradetox
"once again , hawaii is looked to be incompetent",1,paradetox
that is a load of crap and everyone knows it .,1,paradetox
the state is a boatload of fools for letting her go .,1,paradetox
stop making ridiculous changes to the article you fool .,1,paradetox
"what a daft allegation , and a complete evasion of the point under discussion .",1,paradetox
turns out the harvard study is garbage .,1,paradetox
"according to my research , both males and females perform fellatio and on both genders .",1,paradetox
"i would not let that fat orange pig near my house , my family , or our presidency !",1,paradetox
i cant believe some of the absolutely ridiculous remarks ive read concerning the noise issue at the olf .,1,paradetox
they really do think we are morons !,1,paradetox
well you dont have to pay for stupid shopping bags in springfield .,1,paradetox
you keep editing articles and act like its not bad to screw boys .,1,paradetox
crawl back into your hole .,1,paradetox
you keep editing articles and act like its not bad to screw boys .,1,paradetox
"for all his stupid tweets , trump is not much different than the others and around we go !",1,paradetox
"hey , online namestealing troll , you still here ?",1,paradetox
wow that really was kind of dickish and definitely pointless .,1,paradetox
trump always find something both silly and comical to twist the conversation .,1,paradetox
that is a load of crap and everyone knows it .,1,paradetox
shame on the fools who are turning their backs on the rape and torture of children .,1,paradetox
youd think the lying media slime would get tired of it .,1,paradetox
as always he is clueless and lunatic .,1,paradetox
an obnoxious drunk shouting gender slurs ?! ?,1,paradetox
your post is ridiculous on so many levels .,1,paradetox
"enjoy , youre bringing this shit on yourselves .",1,paradetox
exploiting it and pumping it into the atmosphere is idiotic at best .,1,paradetox
can you stop your tomfoolery imediately you bully ! .,1,paradetox
who in their right mind would honestly think this orange pig would not lie under oath ?,1,paradetox
wtf stop deleting my stuff !,1,paradetox
5millim stinks and was wrong .,1,paradetox
great summary of a ridiculous and idiotic year .,1,paradetox
5millim stinks and was wrong .,1,paradetox
your arrogant attitude is alarming and untrustworthy .,1,paradetox
"im starting to think repubs are a bunch of soft , scared brats .",1,paradetox
here come all the idiot mouth breathing anti union comments .,1,paradetox
the don said all our generals suck .,1,paradetox
he wasyears old and a public figure old enough to know not to say stupid things .,1,paradetox
you obviously dont know shit .,1,paradetox
canada had screwed its tpp allies .,1,paradetox
trump is an incompetent fool who only cares about getting elected again inyears .,1,paradetox
the writing is totally fucked up !,1,paradetox
we just laugh at the pathetic attempt,1,paradetox
these men need taken down hard before they murder someone else .,1,paradetox
what a bunch of cowards .,1,paradetox
"this is bull crap , its not innappropriate everything on that page was true .",1,paradetox
these jerks are on tv doing exactly what this guy described .,1,paradetox
israel will also be protected by canada if the general assembly is foolish enough to put another u,1,paradetox
"the rest of your post is just more silly sarcasm , so it doesnt need response .",1,paradetox
"i think we walked into this deaf ( to any contrary thinking ) , dumb , blind and stupid .",1,paradetox
so foolish people cant spend a few hours reading simple investment howtos .,1,paradetox
the money you idiots give these people are why they are here .,1,paradetox
kick them all out of office,1,paradetox
i think i have witnessed this idiot driver before .,1,paradetox
those pigs that tortured that guy had no justification for doing so .,1,paradetox
you dont bite the hand that is financing your incompetent business management,1,paradetox
its been obvious all along that trump is a degenerate knownothing .,1,paradetox
"haha , trump , were laughing at you and your stupidity .",1,paradetox
of course hes an actual hero as an army ranger not like the fake hero idiots kneeling .,1,paradetox
give the crap out in single doses at the injection sites .,1,paradetox
there were rumors back inabout this idiot and after watching the ignorant voters put him in office .,1,paradetox
"dont be dumb , do some research kid .",1,paradetox
"sure , its the economy , stupid .",1,paradetox
"ali talked trash , but he also had the goods .",1,paradetox
"once again , hawaii is looked to be incompetent",1,paradetox
these morons have bit the hand thats been feeding them so very well .,1,paradetox
"again , you clearly are a sick delusional public sector paid idiot",1,paradetox
"i believe we are supposed to be good stewards , not idiots .",1,paradetox
so you think the fool we call our president actually has respect for his fellow man ?,1,paradetox
where do the wackadoodles that read this article come up with the stupid nonsense that they think is important .,1,paradetox
they have become lazy and irrelevant .,1,paradetox
"obstruction , collusion stupidity , its a coming folks !",1,paradetox
this law is absolutely asinine .,1,paradetox
young kids make foolish decisions .,1,paradetox
"wikipedia should just give up , everyone knows people can just type whatever the fuck they want here .",1,paradetox
they kept the gifford crap going because they were trying to make sarah palin look bad .,1,paradetox
thats what idiot trump does not understand .,1,paradetox
but that hypocritical foaming at the mouth never put food on the table .,1,paradetox
"what a daft allegation , and a complete evasion of the point under discussion .",1,paradetox
it makes me wonder just how stupid the people running the collusion investigation really are .,1,paradetox
do you realize how stupid your comments sound ?,1,paradetox
he is a poor quality man and a worse leader .,1,paradetox
look over here at this while we implement acents a gallon gas tax on all you silly little people .,1,paradetox
you cant vote for and support this moron and still be a good christian .,1,paradetox
and i wonder what damcrats are paying for all the latest socalled information put out by that crappy wash .,1,paradetox
"you really believe obama lied more than habitual liar , and national embarrassment trump ?",1,paradetox
"truly sad and pathetic , get with it yourself .",1,paradetox
we just laugh at the pathetic attempt,1,paradetox
it would be hard to say if allthese drunken democrats were pathological liars .,1,paradetox
"this is a ridiculous , fabricated nonstory .",1,paradetox
sullivan is a clueless idiot trying to rewrite history to make himself look better .,1,paradetox
get a life you lazy broke ass .,1,paradetox
weve got an idiot at the helm .,1,paradetox
that was a good edit the polar bear is gay !,1,paradetox
these drunk dunces have no idea in hell what cartoon quality is all about !,1,paradetox
"the hover board stunt was stupid and dangerous , but not the real problem .",1,paradetox
"oh boy , an incompetent businessman based in boston advising an incompetent minister and politician .",1,paradetox
where do the wackadoodles that read this article come up with the stupid nonsense that they think is important .,1,paradetox
might i suggest that tom rogan and the washington examiner are the clowns ?,1,paradetox
"whaa , keep crying soar loser",1,paradetox
why do you love a draft dodging coward thst loves meat ?,1,paradetox
good old joe is not much better and seems to be stupid as a post but not as useful .,1,paradetox
get that son of a bitch off the field .,1,paradetox
"change you will , we dont want you here , dead or alive .",1,paradetox
"i fucking hate you , ecto .",1,paradetox
the most important gap that the idiot needs to fill is the one between his brain and tongue .,1,paradetox
can someone explain to these idiot jurors that the days of free money are over .,1,paradetox
youd think the lying media slime would get tired of it .,1,paradetox
your a cocksucker u cant do anything to me,1,paradetox
his puppet master butts is a marxist,1,paradetox
"man , what a shitty excuse for journalism .",1,paradetox
have the balls to get off your butt and do what you were elected to do .,1,paradetox
it makes you look foolish .,1,paradetox
just give it some time before you make stupid comments about how we are not paying all the bills .,1,paradetox
"the definition pathetic is when one likes his own comment , braad .",1,paradetox
the imbecile and derelict inspectors checked and said this is not so .,1,paradetox
economists like to claim they know math when they are predicting crap from a crystal ball .,1,paradetox
tell you bitchass mother to not keep dropping you on your head .,1,paradetox
crawl back into your hole .,1,paradetox
these mental midgets absolutely disgust and sicken me .,1,paradetox
why do they do this kind of crap .,1,paradetox
well you dont have to pay for stupid shopping bags in springfield .,1,paradetox
"hope you have healed well , ms fogelstrom , and best of luck nailing this arrogant jerk .",1,paradetox
im really really sick of you bunch of pathetic kids coming on this and making stupid comments !,1,paradetox
obama was the bigger liar .,1,paradetox
u got all ur nerd skillz and can block me .,1,paradetox
"no , they just make you rate your posting to be able to post such stupidty !",1,paradetox
if the professor had done any research on president elect trump he would know that statement was total garbage .,1,paradetox
he wasyears old and a public figure old enough to know not to say stupid things .,1,paradetox
nan bread is a bitch to make how do you do it ?,1,paradetox
quite right payment is none of the governments damn business .,1,paradetox
im in a school you bitch fuck .,1,paradetox
so you think the fool we call our president actually has respect for his fellow man ?,1,paradetox
democrats are totally ignorant of economics .,1,paradetox
and those stupid free rides to a texas county seat where free id .,1,paradetox
could idiotic selfrighteous people please refrain from editing or deleting my talk page in future .,1,paradetox
might i suggest that tom rogan and the washington examiner are the clowns ?,1,paradetox
is your shift over soon troll or does some other troll simply take over your keyboard and continue ?,1,paradetox
"i dont want to talk to you no more , you emptyheaded animal food trough wiper !",1,paradetox
hes unsightly and beyond dumb .,1,paradetox
when these idiots and morons show up with no toilet paper and fill the bay with crap .,1,paradetox
"i think we walked into this deaf ( to any contrary thinking ) , dumb , blind and stupid .",1,paradetox
"in my opinion , you are a sore loser .",1,paradetox
two days ago i saw a stupid driver driving backwards on a half block .,1,paradetox
"its wrong in so many ways , its beyond ridiculous .",1,paradetox
israel will also be protected by canada if the general assembly is foolish enough to put another u,1,paradetox
too bad for you that you cant delete your illadvised and stupid remark .,1,paradetox
its entirely because he is a black criminal and adn refuses to list minorities who commit crimes .,1,paradetox
the don said all our generals suck .,1,paradetox
"merkel is a stealth commie , arrogant , and traitor .",1,paradetox
turns out the harvard study is garbage .,1,paradetox
thats what idiot trump does not understand .,1,paradetox
"the biggest threat to america has been unleashed and through every legal means , trump needs to be neutered .",1,paradetox
"theres a crazy , heavilyarmed shooter at your event .",1,paradetox
what the hell is wrong with dlnr kauai ? !,1,paradetox
youre a troll trying to mimic someone elses account .,1,paradetox
and tell them the objective is to gain experience is completely asinine .,1,paradetox
the new inventory is a lot of crap .,1,paradetox
you upset me so much with your stupidity .,1,paradetox
sullivan is a clueless idiot trying to rewrite history to make himself look better .,1,paradetox
"wtf have you done , junior ?",1,paradetox
your abuse of admin tools is pathetic and cowardly .,1,paradetox
eliminating this vermin from society is a must .,1,paradetox
why oh why are taxpayers still insuring all this crap at all ? .,1,paradetox
the female and male left are really sick and weird people .,1,paradetox
i have blocked this editor becausae hes stupid ( spelling error preserved ) .,1,paradetox
"because a few are lunatics , you would punish all ?",1,paradetox
"but , we are stuck with these feckless fools for anotheryears .",1,paradetox
thats what idiot trump does not understand .,1,paradetox
sarah kendzior is a mental case an absolute lunatic .,1,paradetox
weve had it with worthless people like you .,1,paradetox
fucking morons the lot of you if you think this isnt something they would do or at least consider .,1,paradetox
quite right payment is none of the governments damn business .,1,paradetox
stupid representatives of local business need to realize that the common enemy is the state .,1,paradetox
what the hell is your problem dumbass,1,paradetox
wow the stupidity in this article is only matched by the retarded comments here .,1,paradetox
"if you revert something i wrote , i dont give a shit and you dont have .",1,paradetox
the female and male left are really sick and weird people .,1,paradetox
miles nobrainer is an unequaled idiot .,1,paradetox
they kept the gifford crap going because they were trying to make sarah palin look bad .,1,paradetox
"the problem is , idiots watch this crap and assume it is indicative of many alaskans lifestyle .",1,paradetox
wtf stop deleting my stuff !,1,paradetox
he is such an ass .,1,paradetox
you should stay away from the keyboard if youre falling down drunk though you might say something stupid .,1,paradetox
the new inventory is a lot of crap .,1,paradetox
she did not rob a bank stupid,1,paradetox
stale fucking bread or donuts .,1,paradetox
humans are a stupid animal .,1,paradetox
class act being replaced by a clown .,1,paradetox
talk about taking spinning yourself stupid to an art form .,1,paradetox
he should have been hung in a public square .,1,paradetox
you are historically ignorant and dead solid wrong .,1,paradetox
his assignment was to investigate scum .,1,paradetox
someone should give this idiot a slap on the head .,1,paradetox
"notice the idiotic things trump and justin do , they live in their own little world .",1,paradetox
i seem to remember a certain dotard promising a cheaper and better health care program for all .,1,paradetox
"what a daft allegation , and a complete evasion of the point under discussion .",1,paradetox
you obviously dont know shit .,1,paradetox
men have the right to shut the f )( k up and pay for what women get .,1,paradetox
liberalism truly is a mental disorder .,1,paradetox
the man spews nothing but excrement from his stinking swamp and proclaims himself president .,1,paradetox
"fuck off , you giant twat .",1,paradetox
barry soetoro has acted with stupidity and malice for almost eight years now .,1,paradetox
can someone explain to these idiot jurors that the days of free money are over .,1,paradetox
( see how that works idiot ),1,paradetox
crawl back into your hole .,1,paradetox
this junk needs to be trimmed significantly .,1,paradetox
"but , we are stuck with these feckless fools for anotheryears .",1,paradetox
nan bread is a bitch to make how do you do it ?,1,paradetox
kyle you need mental evaluation on comprehension of tunnel vision .,1,paradetox
im gonna shit in your sandbox in a minute .,1,paradetox
i think i have witnessed this idiot driver before .,1,paradetox
that is the best place for wretched people like him to be .,1,paradetox
wounding brown bears with birdshot is just plain old stupid .,1,paradetox
fucking morons the lot of you if you think this isnt something they would do or at least consider .,1,paradetox
these people are despicable scum .,1,paradetox
give the crap out in single doses at the injection sites .,1,paradetox
it would be better for all concerned if everyone took their heads out of their pink pussy hats .,1,paradetox
when will system accept that kema is pathological liar .,1,paradetox
for useless f ks that cant get otherwise productive and normal jobs !,1,paradetox
our society is going down the tubes and our leaders could give a rats ass !,1,paradetox
trump will always be scum .,1,paradetox
"as usual i cant get through you childish left wing , diatribe .",1,paradetox
he made some other poor bastard die for his country .,1,paradetox
"yea like these left wing losers that are paid to protest , even voted republican ! .",1,paradetox
i got stupider by reading this article .,1,paradetox
"some ideas are so brazenly stupid , only an intellectual will pursue and believe them .",1,paradetox
catholics electing a monkey to the white house .,1,paradetox
i can call people whatever i like idiot .,1,paradetox
he should be projectile vomiting .,1,paradetox
"yo fucker it was fucking hayes you faggot , not vito .",1,paradetox
"well , trudeau is a twofaced , lying , gutless weasel , but i do not want proportional representation .",1,paradetox
just give it some time before you make stupid comments about how we are not paying all the bills .,1,paradetox
i bet youre ok with natives being treated like dogs .,1,paradetox
lucky none of their sorry behinds got shot .,1,paradetox
he is arrogant and we do not need another narcissist like donald t .,1,paradetox
"lets be realistic here , the first meeting isnt near as important as trump finding out jrs an idiot .",1,paradetox
anybody who does anything with the anc in business or anything else must know they are being screwed !,1,paradetox
che finlay will orientate your ass !,1,paradetox
that should shut you up you globalist dick,1,paradetox
they really do think we are morons !,1,paradetox
i can call people whatever i like idiot .,1,paradetox
"no but seriously , you need to put down the weed , it makes you say stupid $ t .",1,paradetox
american english isnt the fuckedup version .,1,paradetox
hebe a lone wolf but his kind are ruining the reputations of all muslims .,1,paradetox
his assignment was to investigate scum .,1,paradetox
if kinder morgan stopped fuel delivery to vancouver for a week robertson would squeal like a stuck pig .,1,paradetox
"the hover board stunt was stupid and dangerous , but not the real problem .",1,paradetox
"listen asshole , you do not delete my pages .",1,paradetox
he has what it takes to stop this crap .,1,paradetox
both provincial responsibilities go away you parasites .,1,paradetox
"what a bunch of greedy , lying cowards these politicians are .",1,paradetox
hes the consummate troll and is best ignored .,1,paradetox
she did not rob a bank stupid,1,paradetox
"man , what a shitty excuse for journalism .",1,paradetox
get that son of a bitch off the field .,1,paradetox
there is no difference between demo rats and republican elites .,1,paradetox
weve got an idiot at the helm .,1,paradetox
it is about damn time that scorsese won a damn award .,1,paradetox
"if you have the balls , and still serve i corp , meet me sometime .",1,paradetox
this stupid excuse for losing an election will go forever .,1,paradetox
you had me right up until you called the president a goon .,1,paradetox
"dirty cops should not only be disrespected , they should be incarcerated .",1,paradetox
its either the world is getting dumber or canadians are getting smarter .,1,paradetox
"until then , as i said , they can kiss my ass .",1,paradetox
we want you to get out of our country .,1,paradetox
wait a minute you voted for the idiot .,1,paradetox
is your post implying that the youth are the garbage ?,1,paradetox
"we have to be smart , and its disappointing how dumb our political leaders are .",1,paradetox
anyone that accredits there success or demise to the presidency is just pathetic .,1,paradetox
"about half a million people use this ip , you cant do fuck all .",1,paradetox
the republicans went crazy progressive and elected the first mentally handicapped man as president .,1,paradetox
what a buffoon trump is and a total embarrassment to educated people everywhere .,1,paradetox
i havent read about any heterosexual priests raping unconscious women lately .,1,paradetox
somebody has to keep this bloated lunatic from going off the rails .,1,paradetox
youre getting goofy again vic .,1,paradetox
you can see the result as the economy lurches from one stupid idea to the next .,1,paradetox
hey get your dog to shut up !,1,paradetox
"if you have a modicum of love for your country , you will not spread your asinine drivel .",1,paradetox
as if any sort of oath means a damn thing to him .,1,paradetox
and preston manning wants this garbage to migrate to canada .,1,paradetox
it will let you die .,1,paradetox
did they bring along a signedxglossy of boy wonder and castro as a token of their stupidity ?,1,paradetox
"and trump has admitted to both , and either or , both are despicable .",1,paradetox
wait a minute you voted for the idiot .,1,paradetox
the clowns in the senate are not intelligent enough to do this all by themselves .,1,paradetox
"yeah , youre a trump supporter all right , whether you voted for the pervert or not .",1,paradetox
the imbecile and derelict inspectors checked and said this is not so .,1,paradetox
so lets cut the crap .,1,paradetox
two days ago i saw a stupid driver driving backwards on a half block .,1,paradetox
two days ago i saw a stupid driver driving backwards on a half block .,1,paradetox
"read the trashy quran , folks , for yourselves .",1,paradetox
post the names of these four utter dreg of the earth losers .,1,paradetox
the clowns in the senate are not intelligent enough to do this all by themselves .,1,paradetox
"please , please somebody take that nuclear football away from the idiot .",1,paradetox
"if the boss is okay with it , wouldnt they be fools to stop ?",1,paradetox
and people voting for that agenda are disgusting .,1,paradetox
fucking morons the lot of you if you think this isnt something they would do or at least consider .,1,paradetox
my goodness what a liar you are .,1,paradetox
but i will male one point how come other nations have crazy people that dont shoot every one ?,1,paradetox
american english isnt the fuckedup version .,1,paradetox
he needs to grow a pair and tell this lunatic feminist to back off .,1,paradetox
why oh why are taxpayers still insuring all this crap at all ? .,1,paradetox
why the fuck is this article protected ?,1,paradetox
just cant wait to watch that load of crap .,1,paradetox
not going to fucking isle of sheppey .,1,paradetox
your problem is your bias clouds that little brain you have .,1,paradetox
should i just assume that whoever wrote this article was being dumb ?,1,paradetox
"man , what a shitty excuse for journalism .",1,paradetox
the domain of the lazy and uneducated democrats .,1,paradetox
provide a credible link for your ridiculous claim .,1,paradetox
economists like to claim they know math when they are predicting crap from a crystal ball .,1,paradetox
has got to be one of the dumbest things that came out of fake news in a while .,1,paradetox
"id say by a loser , but that wouldnt be civil .",1,paradetox
i have never known a girl to be as sensitive as this clown .,1,paradetox
"geez , get a damn grip .",1,paradetox
stop making ridiculous changes to the article you fool .,1,paradetox
can someone explain to these idiot jurors that the days of free money are over .,1,paradetox
im overand i dont watch that crap .,1,paradetox
not going to fucking isle of sheppey .,1,paradetox
"wtf have you done , junior ?",1,paradetox
and that arrogant jerk kimmel told us if we dont like he is comments we should not watch .,1,paradetox
israel will also be protected by canada if the general assembly is foolish enough to put another u,1,paradetox
this stupid excuse for losing an election will go forever .,1,paradetox
"you went there , dog brain !",1,paradetox
"good comment , but the reference to the idiot altrighters was a bit uncalled for .",1,paradetox
will nobody rid me of this meedlesome fbi director ?,1,paradetox
"adults make stupid decisions , and the children suffer the most .",1,paradetox
take your liberal crap and leave alaska .,1,paradetox
"dont be dumb , do some research kid .",1,paradetox
"i find it , and you , disgusting .",1,paradetox
"as usual , showing your pathetic right wing bias .",1,paradetox
"i dont even fucking like you right now , dave growled .",1,paradetox
these morons have bit the hand thats been feeding them so very well .,1,paradetox
after busting his ass to qualify .,1,paradetox
trump is a lame duck president from day 62,1,paradetox
is your shift over soon troll or does some other troll simply take over your keyboard and continue ?,1,paradetox
"some ideas are so brazenly stupid , only an intellectual will pursue and believe them .",1,paradetox
what the hell is wrong with dlnr kauai ? !,1,paradetox
"for a dolt like you , plow horse is metaphorical for his means to support his family .",1,paradetox
another whiny trump chump complaining that others dont worship his man crush .,1,paradetox
moab the fat little beggar !,1,paradetox
"ali talked trash , but he also had the goods .",1,paradetox
"so you have no morals congrats on that , loser .",1,paradetox
"dont be dumb , do some research kid .",1,paradetox
eliminate the city council because they are useless as the late greor fasi used to point out !,1,paradetox
"trump is such a bonehead : this treaty is good for the world , not just the usa .",1,paradetox
i blame fucking paul tibbit !,1,paradetox
is anyone surprised to learn that hollywood liberal male actors ( crowe and damon ) are really misogynistic hypocrites ?,1,paradetox
i dont appreciate your fucking condescension .,1,paradetox
it would be laughable if this post werent so pathetic .,1,paradetox
not guilty of murder but of being a really ignorant teen .,1,paradetox
my tesla shares are sucking .,1,paradetox
"krugman would shout that the president is a liar , cheat , , you fill in the blank .",1,paradetox
who are the real parasites here .,1,paradetox
youre a liar and youre stupid .,1,paradetox
trump is an ego maniac whilst clinton was power hungry .,1,paradetox
why do they do this kind of crap .,1,paradetox
kim is not that stupid .,1,paradetox
"hes like a damn juvenile say , bill clinton said far worse .",1,paradetox
your reply was very uncivil by calling me a liar and a moron .,1,paradetox
it is rubbish and it is as usual a angloamerican media twist .,1,paradetox
state workers are lazy thieves taking advantage of poor alaskan .,1,paradetox
it will no doubt inspire the young and dumb to violent criminality,1,paradetox
sullivans junior high retort is so do they idiotic statements unworthy of any government employee .,1,paradetox
pathetic anyone would think he is an improvement .,1,paradetox
"while i disagree with the idea that homeschoolers are idiots , the rest of your comment is spot on .",1,paradetox
there is no difference between demo rats and republican elites .,1,paradetox
dont be asking for me to be banned asshole .,1,paradetox
so why would anyone believe this moron ?,1,paradetox
"go fuck yourself , im out .",1,paradetox
"yes , that young lady was killed in va by ayear old racist idiot .",1,paradetox
youre the freak if someones sexual orientation seriously bugs you this much .,1,paradetox
are you sure assad is not stupid ?,1,paradetox
"please read the constitution , youll sound less ignorant .",1,paradetox
"the rest are cucks and imbeciles , especially oleery .",1,paradetox
"free shit for everyone supporters have no clue what youre talking about , but youre right .",1,paradetox
stop inviting these snotty spoiled shtheads to visit .,1,paradetox
"i gotta hand it to benham , he practices the best damn taqiyya this side of tehrtan .",1,paradetox
it sounds ignorant to me .,1,paradetox
"it looks like you spentminutes researching this issue , what a garbage author .",1,paradetox
"if you created this user , whip him to hell .",1,paradetox
why the fuck is this article protected ?,1,paradetox
"sooner or later , this guy is going to do something really stupid .",1,paradetox
"for all his stupid tweets , trump is not much different than the others and around we go !",1,paradetox
"real idiots like trump , not the fake kind .",1,paradetox
"from the start , let me state that i find the white supremacists repugnant .",1,paradetox
"isnt it a drag to be so knocked on your heels being soo busted , troll ?",1,paradetox
its stupid and i just ignore you,1,paradetox
im way better off making a sammy at home than eating that garbage .,1,paradetox
he is equally as stupid and determined to show his power regardless of the outcome .,1,paradetox
youll wish your body had only some crap rather than gangbanger gunfire .,1,paradetox
sickening that we taxpayers fund his disgustingly irresponsible immature behaviour with an annual salary of overmillion plus expenses .,1,paradetox
wanting to water down your own majority population with immigrants is another sure sign of mental disorder .,1,paradetox
eliminate the city council because they are useless as the late greor fasi used to point out !,1,paradetox
do some damn research man .,1,paradetox
joanna slater is a liar .,1,paradetox
"does that belief , regardless of objective reality , make him an idiot ?",1,paradetox
how do you like being a racist pig that votes republican ?,1,paradetox
"the rest of your post is just more silly sarcasm , so it doesnt need response .",1,paradetox
the guys a hypocrite of the highest order .,1,paradetox
who in their right mind would honestly think this orange pig would not lie under oath ?,1,paradetox
its an idiotic system offering only one moronic choice .,1,paradetox
"im starting to think repubs are a bunch of soft , scared brats .",1,paradetox
"ali talked trash , but he also had the goods .",1,paradetox
"no , big glenn , he was asking ignorant questions , as he himself now admits .",1,paradetox
most pedestrians are so ignorant that they dont care .,1,paradetox
is pj media the kind of trash you waste your time on ?,1,paradetox
the sooner this clown can be impeached the better .,1,paradetox
so you think the fool we call our president actually has respect for his fellow man ?,1,paradetox
"listen asshole , you do not delete my pages .",1,paradetox
as always he is clueless and lunatic .,1,paradetox
the idiot makes a positive statement and then refutes it in the same paragraph .,1,paradetox
"there are lies , damn lies , statistics and worst of all polls .",1,paradetox
"basically , religion is a pack of nonsense .",1,paradetox
your post is ridiculous on so many levels .,1,paradetox
"yes , kick the usa out of norad .",1,paradetox
kinda like a fat nasty broad .,1,paradetox
i wish us all luck and will hold my breath that we can put the breaks on stupidity .,1,paradetox
perhaps youre a pathological liar .,1,paradetox
youre the one being silly .,1,paradetox
only idiots could vote for these guys in any election .,1,paradetox
do some damn research man .,1,paradetox
( see how that works idiot ),1,paradetox
people of alaska are not that dumb .,1,paradetox
"what a silly , stupid , inane use of internet bandwidth .",1,paradetox
great summary of a ridiculous and idiotic year .,1,paradetox
"hes like a damn juvenile say , bill clinton said far worse .",1,paradetox
clearly theyre driven by a lunatic .,1,paradetox
are you always this bitter and angry because youre functionally illiterate ?,1,paradetox
it seems your real problem is all those dang mexicans .,1,paradetox
wente engages in the same sort of nonsense .,1,paradetox
why the fuck is this article protected ?,1,paradetox
what a pile of drivel !,1,paradetox
its morons like you that give all wikis a shitty rep .,1,paradetox
the race started a year ago you rich slimy opportunist .,1,paradetox
they end up looking ridiculous .,1,paradetox
those pigs that tortured that guy had no justification for doing so .,1,paradetox
another asinine comment like all the rest of your comments .,1,paradetox
people of alaska are not that dumb .,1,paradetox
"sooner or later , this guy is going to do something really stupid .",1,paradetox
"glad you think mexico is a dump , ill enjoy it that much more knowing youre not around .",1,paradetox
"when it comes to the ignorance of nut jobs like gmreader , you just cant fix stupid",1,paradetox
you voters that put this fool in office are now getting your reward .,1,paradetox
what can the citizens of alaska realistically expect this group of cowards to do ?,1,paradetox
"homer simpson would say , well thats just plain stupid",1,paradetox
you can see the result as the economy lurches from one stupid idea to the next .,1,paradetox
both parties know they will look like idiots if the government collapses in a coupleths .,1,paradetox
he made some other poor bastard die for his country .,1,paradetox
"trump is such a bonehead : this treaty is good for the world , not just the usa .",1,paradetox
"who is marc thiesen , other than an idiot ?",1,paradetox
i cant believe some of the absolutely ridiculous remarks ive read concerning the noise issue at the olf .,1,paradetox
and his cadre of idiots are in over their heads this time .,1,paradetox
", blah blah blah , youve been blocked because people are sensitive pussies who get hurt easily .",1,paradetox
to say the establishment is fighting tooth and nail regardless how foolish they look is a gross understatement .,1,paradetox
