text,true_label,bert_prediction,bert_confidence,gpt2_explanation,gpt2_message,correct
"I speak from several experiences. I have firsthand experience with family members with mental disabilities. I didn't have to 8th grade because I had a 10th grade aptitude having taught myself. Oregon public schools made me a teachers aide for students with learning disabilities and that's what I did for that school year. Currently my adopted daughter is a special ed teacher. As for your ""or maybe you're just an idiot"" comment, I never expect people like you to post anything remotely intelligent as you are incapable of addressing what I posted. That would require intelligence.",1,0,0.7065246105194092,,Comment is safe,False
Your intellectual bankruptcy is as shameless as they come. At no time will you address the facts I have stated and run like a gutless coward from an intellectually honest debate on this despicable public policy that cannot remotely pass scrutiny.,0,1,0.6740996241569519,"it attacks the person rather than the argument. Name-calling doesn't help anyone understand your point better. Consider saying any of the following:
- I disagree with that, and here's why.
- I see this differently, and I want to explain my view clearly.
- I don't think that's accurate or fair.",,False
"HOT ISIS SOCIAL MEDIA PHOTO: Laughing Jihadis Get Baby To Kick Severed Head &#8211; ***warning, graphic*** http://t.co/7Zr8daxNg4 #tcot #pjnet",1,0,0.5244544744491577,,Comment is safe,False
"Practically got arrested tonight, not allowed on UTampa grounds for a year now... fml im retarded",0,1,0.7401401400566101,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"RT @iROiB: When she comes through with the nudes, but they trash, but she got big titties http://t.co/1weYPG8rEr",1,0,0.608913779258728,,Comment is safe,False
"@FemsHaveBallz have u spent significant time in ANY ghetto, or witnessed the years of terrorism committed by police in the Black community?",0,1,0.6286123991012573,"it contains inappropriate content. There are better ways to express your thoughts constructively. Consider saying any of the following:
- Let me rephrase that in a more appropriate way.
- I can say that more clearly and respectfully.
- Here's a better way to express that.",,False
"Tolerance? What, in sharpening knives? 200+ years Jihadis have been a pain in our a$$. @GermanShepher10 @crookedwren @allahpundit @JammieWF",1,0,0.6900317072868347,,Comment is safe,False
i will alxays return : delete myarticles stupydbitch,1,0,0.951009213924408,,Comment is safe,False
Maybe people should pay their drug bill. Collections hurt! These are different business ideas on dealing drugs. Cartels outsider will kill you if you stiff them. Cartels people are here can't see using anything except force to stop invasion! Kill them all before they turn population into drug zombies.,1,0,0.9134977459907532,,Comment is safe,False
Obama refused to stand up for America in front of a two bit Cuban punk.,0,1,0.674917995929718,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
You hit both nails on the head.,1,0,0.8027280569076538,,Comment is safe,False
&#8220;@SlimThickChicks: &#128525;&#128525;&#128525;&#128525; http://t.co/qMhkkQH8hg&#8221;kid in the yellow is rock hard,1,0,0.7562758326530457,,Comment is safe,False
There were rumours back in about this person and after watching the ignorant voters putting into place,0,1,0.5391168594360352,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
@kayliefarmer hey now there's no need for foul language you kike,0,1,0.597565770149231,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
the lot of them are not worthy of respect and should be driven from the communityent people .,1,0,0.9651161432266235,,Comment is safe,False
"No surprise, socialists want other people to pay for their college.

I hope Sanders wins because Clinton is a liar.",1,0,0.6808772683143616,,Comment is safe,False
without those controls youd be sucking in acid rain .,1,0,0.5568897724151611,,Comment is safe,False
go get your head checked !,1,0,0.9858518838882446,,Comment is safe,False
This tax raises $21 million a year when according to the city they need at least $200 million a year over ten years to deal with the decades long neglect to our streets.   Until the council comes up with priority budgeting out of existing revenue streams (utility franchise fees and general fund money) of at least $100 million annually this accomplishes absolutely nothing.  JUST VOTE NO on this idiotic scheme.,1,0,0.6111592054367065,,Comment is safe,False
men performing drag of ladies is a type of blackface,0,1,0.6970245242118835,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
RT @HoskinsTy96: @Vontey_isa_boss &#128514;&#128514;&#128514; ghetto ass mofos,0,1,0.9816521406173706,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
S/o to my ace boon @Yeahh_Doe one of the few of the real girls on campus!! #YouMyNigga,1,0,0.7145054340362549,,Comment is safe,False
Too bad you never did Don. Cas has a wonderful legacy as a coach and wouldn't put up with your foolishness that lead you to where you are today - our onsite version of Don Trump.,0,1,0.5561923980712891,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
RT @danicafjelstul: If you ain't a gator you're gator bait &#128076;,0,1,0.5312255024909973,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA,0,1,0.7356082797050476,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"The OPD killed LaVoy, not that fact matter much to your ilk.",0,1,0.6683851480484009,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
You are crazy.,0,1,0.8542126417160034,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
Want to touch tha boootyyyyy....neeeeed to touch the heinie &#127825;,0,1,0.7271147966384888,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
RT @shaelynspacyyy: &#8220;@UglyAssDerrick: @shaelynspacyyy they trash though?&#8221; http://t.co/dJ5kvo7RSr,1,0,0.570343554019928,,Comment is safe,False
I got a uncle through marriage dude got hips like big momma I swear all the lil kids mock his walk and he don't even know it,0,1,0.6675153374671936,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"You, and anyone who liked this post are ignorant",0,1,0.8527895212173462,"it contains inappropriate content. There are better ways to express your thoughts constructively. Consider saying any of the following:
- Let me rephrase that in a more appropriate way.
- I can say that more clearly and respectfully.
- Here's a better way to express that.",,False
"i am sure this woman is clever, she simply enjoys doing stupid things.",0,1,0.9709354043006897,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
RT @SouthsideVic: Keebler elves gone have to make weed brownies when it's legalized. In da tree trunk but da trap going crazy. Bro that shi&#8230;,1,0,0.7560586929321289,,Comment is safe,False
Horny called me asking her to buy her a drink this morning and then this jiggaboo walks in WITH A SONIC DRINK IN HER HAND #DONE,0,1,0.799881637096405,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"that's true, and why I qualified this social disease as LIBERAL DEMENTIA.  This isn't about trash talking liberals, it is a fact that these people have a mental illness that is incapable of grasping simple facts.",1,0,0.9830783009529114,,Comment is safe,False
"RT @_clearlyspoken: Side bxtches gettin lit up outchea, y'all birds better tighten up.",1,0,0.8541065454483032,,Comment is safe,False
"Well, you see, a Private corporation, like the one which runs the 5th Street public market,  does not have to coddle the vagrants and leeches and permit them to harass their customers and visitors because it is Private Property.",1,0,0.9649225473403931,,Comment is safe,False
"Yeah, let's not get sidetracked from the disgusting behavior of our prince and his imperial behavior",0,1,0.6301119327545166,"it targets a group with hatred. Everyone deserves respect regardless of their identity or beliefs. Consider saying any of the following:
- I disagree with that viewpoint, but I want to keep this respectful.
- I have strong concerns about this idea, and here's why.
- I see this issue very differently.",,False
castro was a brutal dictator .,1,0,0.645374059677124,,Comment is safe,False
and your assertion that only muslims use the term god willing is beyond laughable .,1,0,0.768169105052948,,Comment is safe,False
my advise to black south africans is to be very careful .,1,0,0.6362953782081604,,Comment is safe,False
@CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;,0,1,0.9982896447181702,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
what a bag of poo .,1,0,0.8250159621238708,,Comment is safe,False
The electorate is ripe for an outsider. It's too bad this buffoon came along at the perfect time.,1,0,0.7245825529098511,,Comment is safe,False
"When all else fails, blast bare nips",0,1,0.868107259273529,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
Little things can just kill a negros mood man,0,1,0.7927520275115967,"it contains inappropriate content. There are better ways to express your thoughts constructively. Consider saying any of the following:
- Let me rephrase that in a more appropriate way.
- I can say that more clearly and respectfully.
- Here's a better way to express that.",,False
Who said anything about opposing liberals going to the MWR to physically remove Bundy? Answer no one! As I pointed out I believe at least 6 who did oppose the Bundy's did go and meet face to face. That leaves the vast majority of liberal trash talkers with apparently a  weak bladder problem in my estimation.,1,0,0.958613395690918,,Comment is safe,False
Our national security has been compromised by having incompetent people in charge.,0,1,0.699517011642456,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
men worshipping a male diety is kinda gay .,1,0,0.6023508906364441,,Comment is safe,False
"What drives Don Trump? His Hitler bedside tapes, calling women dogs, lies buy the bucketful, racist beliefs, and an evil flock of supporters.",1,0,0.6360525488853455,,Comment is safe,False
The groups you mentioned are the shock troops of the elite who are scared of a POTUS they can't control when in office. All of those groups are financed by the George Soros types of the world who are stripping this country of anything of value before they collapse our economy. The only person with what it takes to make the tough decisions and to resist the zio mafia currently in charge is Trump our only fear should be that he will find himself channeling JFK RFK MLK and many others before him before he is able to rid us of these parasites,1,0,0.9846204519271851,,Comment is safe,False
"RT @neverknownfacts: A person needs just three things to be truly happy in the world: someone to love, something to do, and something to ho&#8230;",0,1,0.7304216027259827,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
&#8220;@RaleighBeougher: dumb beaner&#8221; http://t.co/r0hABEQhSu,0,1,0.8190346956253052,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
@JOLTNG niger,1,0,0.9413256049156189,,Comment is safe,False
"its time to kill them back , when caught trafficking these terrorist deserve to be exicuted",1,0,0.7265262007713318,,Comment is safe,False
RT @UsGEMINIS: #Gemini doesn't really look back at their ex's. Some things just look better in the trash!!,1,0,0.8974335789680481,,Comment is safe,False
"Mike Krzyzewski was just complaining, a sore loser.  Brooks nailed a beautiful shoot from way-out.  BTW - Brooks took the shoot to avoid expiring the shot-clock.",0,1,0.7417863607406616,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"&#8220;@A_Brown_30: Frogger, best game ever&#8221; only cuz You suck at flappy bird",0,1,0.7158651947975159,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
I think you are a loser.,0,1,0.9869852662086487,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"When Piercy was running for re-election as state rep we crossed paths. She told me if I voted for her she would work hard to restore school budgets to adequate levels. I asked a simple question: ""what is the school budget per child now?"" She pretended not to understand the question so I rephrased it; ""how much as we spending per child on public education?"" She finally admitted she had no idea the answer, and so I asked her: ""if you do not know what the school budget actually is, how do you know if it is adequately funded or not?"" She wouldn't answer that question, and bailed. I am hard pressed to think of a more incompetent, uneducated fool, to hold office than Piercy.",1,0,0.9989903569221497,,Comment is safe,False
saunders classic: start with a ridiculous premise and keep digging,0,1,0.929931104183197,"it attacks the person rather than the argument. Name-calling doesn't help anyone understand your point better. Consider saying any of the following:
- I disagree with that, and here's why.
- I see this differently, and I want to explain my view clearly.
- I don't think that's accurate or fair.",,False
You want to shoot all up and down the aisle just like that guy in the black church,0,1,0.5134126543998718,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
@ActaBunniFooFoo I like my gross yellow heat lamps. Why?,0,1,0.5228466987609863,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto,1,0,0.6935849189758301,,Comment is safe,False
"Won't talk about it? Because they are cowards.

Somebody should at least ask them what they are trying to accomplish.",0,1,0.6064470410346985,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
@elchavaloko Toma ESO negros @panama,0,1,0.6578873991966248,"it contains inappropriate content. There are better ways to express your thoughts constructively. Consider saying any of the following:
- Let me rephrase that in a more appropriate way.
- I can say that more clearly and respectfully.
- Here's a better way to express that.",,False
"Winterberry offers a holistic option to education.  Honey, if you kill the teacher she won't be able to teach you any more  :  /",1,0,0.8821354508399963,,Comment is safe,False
"So you are implying that Oregon schools are such a catastrophe because of a lack of parental involvement or low socioeconomic status as compared to 49 other states that beat us in education achievement?

And if your reading comprehension is so superior to mine, perhaps you would care to revisit my original comment. All I said was that charter schools have been very successful in ""other states."" I didn't say ""all states."" I then suggested a reason why I think that Oregon's lackluster charter school program has been deliberately sabotaged.  

Now, I'm fairly certain that you are a troll with a fake account name as well. Use your own name to comment in public or I will be forced to call you a coward. Stop wasting my time.",1,0,0.8901003003120422,,Comment is safe,False
"Hey if Nike and Intel want to fund a light rail line over the Tuallitan Mountains across cross the river and smack into the Lincoln Neighborhood of Vancouver, I would not object. Otherwise, this not only unwise but unwelcome exploration has got to be cover for something really stupid. 

I cannot imagine any other reason.",0,1,0.5022767782211304,"it targets a group with hatred. Everyone deserves respect regardless of their identity or beliefs. Consider saying any of the following:
- I disagree with that viewpoint, but I want to keep this respectful.
- I have strong concerns about this idea, and here's why.
- I see this issue very differently.",,False
are we to be so bold as to attempt to feed garbage food to billions of people ?,1,0,0.6432216167449951,,Comment is safe,False
Budget we don't need no stinking budget,0,1,0.5042187571525574,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"@AnnaComan2 she was the principle for a ghetto elementary school, I doubt it. But fingers crossed&#128527;",1,0,0.5416407585144043,,Comment is safe,False
"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin.",1,0,0.7354013919830322,,Comment is safe,False
The two ringless fags RT @EverybodyHatesX: Barkley &amp; Reggie were talking nonsense the entire game,0,1,0.9682151079177856,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"RT @vodkapapixo: ""@Weed_Cloudz: ""6 God"" by Drake is trash"" thank you",1,0,0.8447386622428894,,Comment is safe,False
"And, if you don't understand the difference between male and female, just try to go into a women's head if you are male . . . I know a lot of women who carry and who might be a bit concerned over a man dressed as a woman coming into their domain . . . not right, perverse, ill-advised.  Leave my grand-daughter's out of this sick malarkey.  Men go to the head in men's rooms, not women's.",1,0,0.9244164824485779,,Comment is safe,False
Doing nothing is better then doing something stupid .,0,1,0.9847358465194702,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"chinese and italians and brazilians and eskimos do it and , they all say fk in english .",1,0,0.955825686454773,,Comment is safe,False
"Mata'i ngeli, alu o polosi ho nifo..",0,1,0.7947073578834534,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"where both candidates have ties to a convicted pedophile , the lolita express and sex slave island .",1,0,0.6915188431739807,,Comment is safe,False
@nhatty_ice49ers thank you jackass zebras,0,1,0.8451108336448669,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
if uckin love freebees like pom I'm so duck to have here in hm life,1,0,0.827095627784729,,Comment is safe,False
"@DinoLich Don't yell at me, I love both of the evolutionary lines. @ClaudiaVice despises the trash buddies.",0,1,0.5168906450271606,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"are the navigators asleep , or having sex , or something ?",1,0,0.956125020980835,,Comment is safe,False
"if you want just homosexual beheadings , here is that link : .",1,0,0.572761595249176,,Comment is safe,False
"JP says:  ""Trump is a product of many angry, mostly white Americans""

Racist stereotyping duly noted.",1,0,0.6056902408599854,,Comment is safe,False
RT @AsaAkira: A bird just flew into my hotel room. I'd rather get gangbanged by 10 Mandingos for 2 days straight than experience that again&#8230;,1,0,0.9090614318847656,,Comment is safe,False
lmao RT @SirRocObama: Tu Madre RT @WaymoTheGod: nacho doritos trash,1,0,0.7344169020652771,,Comment is safe,False
"They actually pay her by the word for this drivel!  

""talking about globalization proactively, realistically and, yes, optimistically""  ""globalization as a profound psychological issue""  ""an expanding, assimilating organ nourished by diverse cultures, symbiotic systems and a rapidly converging collective psyche""  ""the human race, not just this country, is on the verge of awesomeness"".",1,0,0.9971416592597961,,Comment is safe,False
"Disgusting and of ill repute.  Gary Stevens, Paul Seaton, Mike Hawker and ALL Alaska legislatures ... A MESSAGE FROM THE TAXPAYERS WHO HIRED YOU & WILL PROBABLY FIRE YOU ...   we read in one article about the building, that even the trash cans are motion sensored (meaning you don't have to touch the trash can to toss your garbage) it's automated. TAXPAYERS should NOT be required to pay for this sort of crap. WHY SHOULD ""PUBLIC SERVANTS"" have ""better digs"" than the people they work-for?  TAXPAYERS ...remember They work FOR US. We should have a say in how our money is spent.  Taxpayers, your say in how your money is spent will be yours in November.  VOTE FOR the person other than the incumbent...whoever it is.  Just vote for the other person.",1,0,0.6018872261047363,,Comment is safe,False
"And he do this for free, just for the joy of humiliating the arrogant and illinformed.",0,1,0.8648526668548584,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"its not the camping, its the mounds of garbage. I don't care if people sleep in tents but the kinds of campers all along waterfront and out on the trail are the very worst offenders and clearly didn't get the pack in pack out message. that's what the city seems to be tolerating. giant shit heaps along otherwise pretty corridors. if the city is going to allow camping it better give its garbage men a raise!!!",1,0,0.6748226284980774,,Comment is safe,False
"Betty Taylor, notorious hypocrite, voted for the city's climate change policies and to encourage more travel by bicycle, foot and transit. Meanwhile, she's out there terrorizing anyone who dares to walk with her scofflaw driving. Shame on her, whether she has the capacity to feel shame or not. With ""leadership"" like that, no wonder Eugene has uniquely lost 37% of its cyclists since 2009.

Ms Taylor, it's time. You're 90 years old, putting you well into the age of the most deadly drivers on the road. Turn in the car keys before you kill. Your loved ones have dropped the ball by not informing you and have left it to the police to get your attention. Please, heed his warning.",1,0,0.9437444806098938,,Comment is safe,False
"@Bitterchick 
Dare be only one bag dat folks be suckin on what I comes to yo partayyyy! All da ofay be wantin to ride in my eldorato",0,1,0.7387952208518982,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
stop the insanity for gawd sakes .,0,1,0.9140186309814453,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"This story gets more ridiculous by the hour! And, I love that people are sending these guys dildos in the mail now. But… if they really think there's a happy ending in this for any of them, I think they're even more deluded than all of the jokes about them assume.",0,1,0.6250699162483215,"it targets a group with hatred. Everyone deserves respect regardless of their identity or beliefs. Consider saying any of the following:
- I disagree with that viewpoint, but I want to keep this respectful.
- I have strong concerns about this idea, and here's why.
- I see this issue very differently.",,False
Why are you being so unfun?,0,1,0.6871635913848877,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
Knock em down wit sum chunky &#128548;&#128299;,0,1,0.8531937003135681,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"Why isn't pfeffer in jail yet?  A bigger narcissistic double-talking con artist does not exist.  Do not buy the building at any cost.  Let him be stuck with this contaminated piece of cr@p.  There is no way possible to delouse this building, it's cursed.",1,0,0.885176956653595,,Comment is safe,False
"speaking as a democrat , i honestly dont give a sht anymore .",1,0,0.796527087688446,,Comment is safe,False
one thing that never fails to amaze me is the hypocrisy of those on the left .,1,0,0.827094316482544,,Comment is safe,False
Pullout game trash... &#171;@arigold_88 Iyanla having an intrrvention with a man who has 34 kids with 17 women. I have other questions.&#187;,1,0,0.8605217933654785,,Comment is safe,False
1300 for the eggs sunny side nicca .. @EastsideDame,0,1,0.9718841314315796,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
Ayy Carlton is a ghetto school now #SwitchedAtBirth,1,0,0.6337658762931824,,Comment is safe,False
"the only evidence so far , has , and always will , lead right back to the corrupt democrats !",1,0,0.7419617176055908,,Comment is safe,False
It's a pity politicians have to be incompetent,0,1,0.5738462805747986,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*",1,0,0.5430108308792114,,Comment is safe,False
Her point was the sponsors of thein Washington are very ignorant people,0,1,0.6546548008918762,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
It sure as hell has worked in making the very real point that wweek are being hypocrits in their attack of the restaurant.,0,1,0.6004348993301392,"it includes threatening language. Waking up in public without being warned or informed is not acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
RT @TEL1967: Darn trash man he beat me to the good stuff again. http://t.co/vdDJQ4l0mg,0,1,0.8993328213691711,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
"Of course, the only majority loser is clinton",0,1,0.871860921382904,"it attacks the person rather than the argument. Name-calling doesn't help anyone understand your point better. Consider saying any of the following:
- I disagree with that, and here's why.
- I see this differently, and I want to explain my view clearly.
- I don't think that's accurate or fair.",,False
"This couple is just milking this....the city should go in an condemn it honestly. 
This says it all right here...
“They just try to give you the bottom and not fix you,” he said. “LTD has a lot of money.”",1,0,0.9974541068077087,,Comment is safe,False
ur a sh*tty comment.,1,0,0.6931913495063782,,Comment is safe,False
a monumentally inept leader he has proven to be .,0,1,0.5369740724563599,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
I'd find out first some facts before calling someone a ignorant.,0,1,0.7866296768188477,"it includes threatening language. Wishing harm on others creates a hostile environment and is never acceptable. Consider saying any of the following:
- I'm angry, but I want to address this constructively.
- This really upset me, and I need to say that clearly.
- Let's deal with the issue directly instead of escalating it.",,False
"I'm officially dubbing that nasty, un-natural shade of red that looks good on no one that you usually see in the ghetto ""hood red"".",1,0,0.7107474207878113,,Comment is safe,False
So am I the only cracker up playing his guitar (thank you @Tampa_Rick ) on this Saturday night?,0,1,0.58216792345047,"the language here is unnecessarily harsh. Strong words can make people defensive and stop listening to what you have to say. Consider saying any of the following:
- I feel strongly about this, and here's my honest view.
- I'm really frustrated by this situation.
- I strongly disagree with that position.",,False
What a wetback looks like when he gets caught crossing the border. @Ilovebamf http://t.co/j3Uf1TYubO,1,0,0.6666883230209351,,Comment is safe,False
"This is about the worst thing I have read on the subject. Extremely distasteful and disrespectful. If you only understood how much that animal if suffering, and how long he has suffered after being ripped away from his family 33 years ago, perhaps you would think twice before posting your snarky and heartless opinions. Pure garbage.",1,0,0.5162906646728516,,Comment is safe,False
"""40-20
12 hours ago
Labeling others with the intent to humiliate is what’s uncivil …… “homophobe”, “bigot”, “hatemonger”, “climate change denier”, “teabagger”, “racist”, “neocon”, “right wing extremist”, ad infinitum.""",1,0,0.7279739379882812,,Comment is safe,False
"better we all be neutered , wear jump suits and shave our heads .",1,0,0.6999108791351318,,Comment is safe,False
